record_id,sector,employees,month,revenue_usd,opex_usd,accounts_receivable_days,inventory_days,loan_balance_usd,owner_injections_usd,cashflow_stress_next_month
R01343,Hospitality,45,2025-02,45129.82,46218.98,31,0,12463.4,0,0
R01344,Healthcare,5,2025-01,20972.09,20572.49,36,49,64505.39,2449.56,0
R01345,Healthcare,95,2024-07,80113.75,66323.92,19,14,70713.21,0,1
R01346,Hospitality,104,2024-02,89956.51,71678.76,38,25,62812.76,4210.55,0
R01347,Hospitality,31,2024-07,10450.66,9718.43,58,29,8245.21,2245.68,0
R01348,Retail,41,2024-07,48287.2,50534.55,16,16,55569.02,4352.62,0
R01349,Hospitality,29,2025-04,38034.95,36800.58,79,72,0,2707.06,0
R01350,Healthcare,92,2024-09,51545.26,37337.45,62,18,89962.78,10155.96,0
R01351,Hospitality,5,2025-01,12492.36,8021.46,23,24,23954.72,2744.53,0
R01352,Healthcare,29,2024-11,12392.23,12781.63,40,35,0,6825.7,0
R01353,Retail,63,2024-03,41707.74,30057.12,43,30,39740.72,4283.52,0
R01354,Retail,69,2025-05,55650.98,43950.71,45,20,43791.0,5775.49,0
R01355,Hospitality,72,2025-03,71734.03,70676.7,50,15,41815.68,1314.07,0
R01356,Logistics,13,2024-09,16660.85,15050.83,66,19,66010.87,0,0
R01357,Hospitality,70,2024-12,65919.53,63421.06,56,0,42678.19,1990.52,0
R01358,Manufacturing,60,2024-09,68904.91,65245.05,14,22,1395.52,1852.37,0
R01359,Manufacturing,63,2025-03,72007.55,52045.47,32,12,40046.63,173.79,0
R01360,Hospitality,79,2024-08,52329.95,54511.6,56,47,47565.71,0,0
R01361,Hospitality,27,2025-03,18666.05,17207.29,47,25,13745.07,1974.02,1
R01362,Manufacturing,34,2024-11,49457.62,43253.38,24,17,33541.6,2131.78,0
R01363,Retail,120,2025-01,108776.72,85589.16,34,30,53623.07,5514.76,0
R01364,Logistics,34,2024-10,40500.68,26074.26,21,27,37701.89,0,0
R01365,Logistics,7,2025-05,17293.25,10616.65,28,72,36397.39,659.39,0
R01366,IT Services,45,2025-03,30914.93,25027.34,37,21,654.58,0,0
R01367,Healthcare,76,2025-04,68340.24,64946.25,59,5,36232.67,7114.33,0
R01368,Logistics,77,2024-06,62286.34,52290.88,69,37,0,3558.59,0
R01369,Retail,107,2024-04,101380.46,95750.06,41,14,33727.35,6320.41,1
R01370,Manufacturing,118,2024-05,95467.45,91512.27,32,33,74553.1,3254.59,1
R01371,Healthcare,94,2024-06,87087.96,84273.76,35,0,40583.13,7142.06,0
R01372,Logistics,21,2025-05,19606.24,20543.97,51,19,11967.03,7869.71,0
R01373,IT Services,109,2024-10,84097.63,72146.57,23,29,31880.2,5097.77,0
R01374,Hospitality,26,2025-03,19860.34,11592.28,75,69,33456.77,0,0
R01375,Retail,113,2024-08,116150.57,117574.34,32,36,19177.37,45.81,1
R01376,Manufacturing,119,2024-02,85435.29,80330.28,45,19,33020.22,5602.87,0
R01377,IT Services,103,2024-11,84384.06,74550.1,18,9,48562.42,0,0
R01378,Logistics,110,2025-06,87087.64,91428.38,43,37,24876.25,3182.12,0
R01379,Healthcare,84,2024-03,78304.42,45631.87,32,36,27995.84,1791.12,0
R01380,Logistics,33,2024-10,32810.59,31854.43,37,16,0,976.63,1
R01381,Retail,4,2025-03,4117.82,4417.47,28,47,70752.4,0,0
R01382,Logistics,83,2024-05,63747.69,55675.07,65,85,35432.32,1751.06,0
R01383,Retail,87,2025-05,86205.41,61523.29,62,33,3676.33,4188.37,0
R01384,IT Services,50,2024-09,57932.71,42805.02,40,22,46224.24,5006.24,0
R01385,Hospitality,15,2025-07,16198.3,16592.99,44,16,34115.96,2251.66,0
R01386,Retail,50,2024-07,51738.31,31605.22,50,30,48403.59,9939.61,0
R01387,Hospitality,75,2025-04,52219.11,54473.65,27,0,21281.85,7974.32,0
R01388,IT Services,32,2024-03,15732.19,11617.79,42,35,28363.86,13493.35,0
R01389,IT Services,9,2025-05,13368.18,13253.8,32,16,26704.08,4240.25,0
R01390,Manufacturing,85,2024-08,74824.4,54516.16,33,18,70701.98,0,0
R01391,Logistics,84,2025-06,68962.56,62500.21,46,11,5697.4,9401.2,0
R01392,Retail,114,2024-04,105854.21,65983.76,36,30,69650.44,8112.22,0
R01393,Retail,47,2024-10,39902.9,37740.5,74,38,1146.03,4817.84,0
R01394,IT Services,89,2024-05,74738.37,79898.22,46,7,44754.82,0,0
R01395,Healthcare,85,2025-07,62812.18,55782.08,22,32,48848.28,0,0
R01396,Healthcare,29,2024-11,30064.31,26605.43,70,66,33405.73,681.03,0
R01397,Hospitality,51,2025-03,38125.88,30964.27,58,20,0,0,1
R01398,Manufacturing,107,2025-07,98048.04,96462.25,49,18,34381.0,3872.12,0
R01399,Healthcare,60,2024-07,63971.91,45038.5,59,27,14348.29,0,1
R01400,Retail,5,2025-07,4520.34,3516.91,21,38,5072.7,3975.17,0
R01401,Retail,26,2024-09,43207.56,40434.58,28,37,31229.24,1079.5,0
R01402,Manufacturing,4,2024-02,4000,2603.05,39,8,0,11062.16,0
R01403,IT Services,15,2024-01,15215.53,13788.9,54,44,72039.57,2833.84,0
R01404,IT Services,40,2024-02,42436.81,31664.8,25,8,45122.53,7449.6,1
R01405,Logistics,46,2025-05,37542.93,33273.81,24,20,37614.64,0,0
R01406,Hospitality,15,2024-01,20461.91,15076.51,39,42,52148.83,2966.62,0
R01407,Retail,81,2025-05,62644.27,50544.69,26,16,34012.85,12367.31,0
R01408,Hospitality,46,2024-09,59629.4,55085.35,53,32,33174.45,9202.7,1
R01409,Manufacturing,35,2024-08,44834.25,34032.72,45,12,61053.61,0,0
R01410,Healthcare,102,2024-10,93460.29,82511.82,36,31,55081.65,2726.41,0
R01411,Manufacturing,113,2024-09,110244.81,94992.29,10,35,26453.01,648.88,0
R01412,Logistics,80,2024-10,56886.93,35465.12,39,15,57064.38,0,0
R01413,Logistics,117,2025-03,78908.51,81641.64,21,36,61355.73,7055.78,0
R01414,Healthcare,114,2024-08,103387.06,75261.01,10,45,61314.49,0,0
R01415,Logistics,3,2025-01,17696.04,13101.9,21,25,30853.74,11882.55,0
R01416,Retail,93,2024-01,73856.78,53363.69,46,19,21223.08,2105.91,0
R01417,Healthcare,95,2024-10,93573.02,80645.58,37,32,44444.06,10207.07,0
R01418,Manufacturing,51,2025-01,57387.85,37854.08,79,23,0,6829.04,0
R01419,Logistics,31,2024-02,38593.3,26679.3,28,53,45840.12,6527.53,0
R01420,Manufacturing,13,2025-01,4000,3016.82,40,25,18021.71,0,0
R01421,Hospitality,75,2025-05,63371.31,66277.31,45,66,27010.11,7103.29,0
R01422,Manufacturing,27,2024-04,28123.07,26462.41,46,12,58920.4,9065.34,0
R01423,IT Services,87,2024-10,60468.61,61891.99,57,43,24043.26,126.02,0
R01424,Retail,4,2025-02,4000,3114.91,39,44,23178.73,2877.97,1
R01425,Hospitality,76,2024-08,69454.78,53832.45,23,33,84360.89,6839.33,0
R01426,Hospitality,42,2025-05,56846.76,41025.82,10,46,14104.98,2920.14,0
R01427,IT Services,29,2024-02,41908.36,30266.89,38,13,41449.17,0,0
R01428,Manufacturing,17,2024-07,20760.03,12593.26,19,32,13981.39,5008.01,0
R01429,Healthcare,39,2024-12,37071.87,25299.84,24,59,15681.56,3385.49,0
R01430,Retail,120,2025-05,93945.21,69018.93,35,5,41861.04,2192.25,0
R01431,IT Services,111,2024-10,88365.69,86087.13,51,25,35100.96,0,0
R01432,Manufacturing,57,2024-05,47495.89,46525.53,69,33,46527.66,878.09,1
R01433,IT Services,71,2024-11,62972.2,41046.69,22,48,54410.67,1661.28,0
R01434,IT Services,58,2024-06,48741.52,38475.98,41,52,8915.56,7718.02,0
R01435,IT Services,66,2025-02,51099.17,53323.81,14,18,13559.0,1916.91,0
R01436,Hospitality,55,2024-06,40229.42,30426.19,54,0,23181.04,3428.67,0
R01437,Manufacturing,53,2025-03,58711.48,55806.13,55,36,46354.93,6819.32,0
R01438,Hospitality,25,2025-02,17638.88,12582.4,35,79,16666.77,3989.24,0
R01439,Retail,15,2025-06,15772.78,9724.68,57,0,10415.1,0,0
R01440,Retail,34,2024-12,44432.33,30294.89,37,25,51957.15,2898.0,0
R01441,Manufacturing,53,2024-03,49869.97,29160.48,10,32,51998.94,9652.26,0
R01442,Logistics,79,2025-06,65718.49,55714.9,23,23,15535.62,5746.77,0
R01443,Manufacturing,80,2025-05,58278.72,36320.98,58,39,39202.2,10966.94,0
R01444,Manufacturing,52,2024-04,41127.63,28232.26,29,0,42372.24,2383.55,0
R01445,Manufacturing,52,2024-07,55197.96,49742.03,46,22,20653.19,6013.54,0
R01446,Logistics,76,2024-01,65135.32,68249.29,63,45,46144.98,0,1
R01447,IT Services,68,2024-12,58079.5,58226.22,38,14,37522.9,7055.58,0
R01448,Logistics,70,2025-03,51794.89,48387.17,38,56,54140.63,4253.65,0
R01449,Manufacturing,11,2024-09,21444.55,18853.75,21,42,59244.16,3841.66,0
R01450,IT Services,46,2024-07,55784.7,54318.69,13,20,35920.51,2038.78,0
R01451,IT Services,86,2025-05,76797.14,73211.03,42,20,56643.68,3717.68,0
R01452,Retail,24,2024-05,12105.45,12044.9,23,47,12194.29,5192.31,1
R01453,Hospitality,69,2025-06,67770.59,67457.39,30,13,17751.78,11789.98,0
R01454,Healthcare,109,2024-02,73056.64,55233.28,27,23,4297.02,241.83,0
R01455,Hospitality,104,2024-11,96173.37,96244.57,54,28,51205.15,7757.28,0
R01456,Hospitality,54,2024-01,48209.91,32401.6,46,16,42898.21,7061.52,0
R01457,Logistics,116,2025-08,105356.8,93606.78,37,33,19729.17,2682.7,0
R01458,IT Services,60,2024-10,52858.97,50916.9,44,2,22391.19,3783.86,0
R01459,IT Services,105,2024-01,79658.12,55492.58,10,53,66430.14,0,0
R01460,Hospitality,4,2024-11,13375.1,12877.94,31,12,10523.34,1535.92,0
R01461,Manufacturing,106,2025-02,81979.58,62467.35,33,16,11847.92,9308.21,1
R01462,Hospitality,29,2024-06,35784.84,25154.68,62,31,69902.97,6657.02,0
R01463,Retail,30,2025-06,35792.81,24840.3,43,19,43383.35,0,0
R01464,Hospitality,14,2024-02,18271.67,14353.07,49,26,72917.71,4293.76,0
R01465,Retail,54,2024-03,57233.11,43022.75,59,25,34454.93,9213.87,0
R01466,Manufacturing,87,2024-08,87642.0,69710.55,34,0,26950.66,2110.99,1
R01467,IT Services,84,2025-02,62829.2,53030.85,53,32,99096.36,2484.51,0
R01468,Retail,97,2024-08,56215.52,43826.4,46,36,74342.12,2658.85,1
R01469,Logistics,118,2025-05,86619.22,71639.1,38,48,0,2370.32,0
R01470,Manufacturing,112,2024-09,102638.44,68104.46,37,24,31160.39,10297.94,0
R01471,Logistics,23,2024-02,17205.26,14382.52,33,52,24611.97,3657.55,0
R01472,Logistics,47,2025-07,45713.23,44253.73,32,9,45955.82,0,0
R01473,Manufacturing,68,2024-08,61035.09,51301.11,71,44,0,3917.45,0
R01474,IT Services,76,2024-01,63840.96,44348.3,32,4,63160.23,0,0
R01475,Manufacturing,6,2025-05,21572.16,14468.2,19,48,42146.93,0,0
R01476,Logistics,115,2024-01,88698.46,79323.83,49,18,48065.75,10093.5,0
R01477,IT Services,120,2025-04,97257.02,100072.98,27,30,60813.69,4577.41,0
R01478,Logistics,67,2024-02,56386.39,33852.29,44,0,68745.5,1354.84,0
R01479,Logistics,47,2024-04,32165.81,23642.38,17,22,45386.93,5561.32,0
R01480,Hospitality,39,2024-04,46782.69,39914.42,27,22,25258.47,2114.95,0
R01481,Retail,102,2025-06,82546.34,84561.2,24,11,53711.67,5574.61,0
R01482,Logistics,38,2025-03,22890.15,22954.32,19,47,45375.41,3806.34,0
R01483,Hospitality,100,2024-09,74851.34,68514.54,74,39,49458.81,0,0
R01484,Healthcare,57,2025-04,60539.52,41715.2,47,22,40861.95,0,0
R01485,Retail,72,2024-08,61318.4,42699.46,24,10,37877.54,0,0
R01486,Retail,120,2024-12,110249.34,71949.1,57,42,31009.36,0,0
R01487,Manufacturing,115,2024-03,92335.88,97720.35,60,37,19243.85,2311.01,0
R01488,Logistics,79,2025-07,81353.5,71360.73,14,25,10170.97,3562.68,0
R01489,Healthcare,83,2025-08,74932.93,51683.68,42,41,49754.9,0,1
R01490,Hospitality,68,2024-09,70911.88,41849.29,10,47,51054.93,7273.99,0
R01491,Logistics,27,2025-01,23470.19,24444.51,13,56,25169.5,2584.45,1
R01492,Retail,120,2024-09,93895.14,89412.96,55,0,26721.93,3545.32,0
R01493,Retail,88,2025-08,82110.49,66743.88,29,36,45994.91,633.0,0
R01494,Retail,104,2025-05,74492.88,58162.37,18,0,11024.12,2676.19,0
R01495,Hospitality,98,2025-02,71097.47,61092.27,29,22,17065.64,3893.58,0
R01496,Healthcare,85,2025-06,57662.21,54014.4,57,34,52711.78,683.74,0
R01497,Manufacturing,98,2025-06,74804.41,67323.83,33,17,49514.76,9154.38,0
R01498,Logistics,40,2025-04,21337.08,14073.42,60,28,23157.33,5603.22,0
R01499,Manufacturing,52,2024-07,58976.67,46989.05,28,15,71594.62,0,1
R01500,Healthcare,99,2024-07,88475.1,77490.38,48,39,75767.69,7659.93,0
R01501,Manufacturing,65,2025-06,61401.07,65198.03,66,9,0,0,0
R01502,Manufacturing,76,2025-08,63437.31,67303.38,40,17,21908.44,2675.55,0
R01503,Healthcare,77,2025-05,83067.54,52044.78,64,1,40241.43,0,0
R01504,Hospitality,108,2025-05,97974.28,93636.54,23,20,36309.74,2326.71,0
R01505,Retail,60,2024-05,57487.7,34712.93,40,36,51486.56,7344.78,0
R01506,Logistics,114,2024-05,93374.24,61224.37,28,35,39824.66,7569.98,0
R01507,IT Services,95,2024-02,81753.27,64530.11,38,17,53543.45,0,0
R01508,Manufacturing,27,2024-12,34854.47,27890.24,43,29,49107.13,0,0
R01509,Logistics,64,2024-09,57413.64,59379.97,24,60,0,5838.08,0
R01510,Logistics,91,2024-12,82229.21,56157.17,45,32,29417.53,1614.4,0
R01511,Logistics,112,2025-04,103783.37,92250.75,29,17,0,0,1
R01512,Healthcare,105,2025-02,89624.94,66726.79,46,0,14672.63,7641.37,1
R01513,IT Services,20,2024-06,23541.89,19755.73,49,52,47161.27,6900.38,1
R01514,Logistics,100,2024-10,86532.1,54781.3,67,18,33543.93,8193.5,0
R01515,Retail,8,2025-06,6644.12,5293.09,44,15,62208.76,4086.68,0
R01516,Retail,56,2024-05,44508.83,47939.54,64,0,19918.7,11244.05,0
R01517,Hospitality,104,2024-04,94160.31,62773.87,21,0,46306.25,7501.78,0
R01518,Healthcare,95,2024-12,103819.55,105250.07,38,29,46239.34,4390.4,0
R01519,IT Services,116,2024-05,83271.85,86048.41,52,41,63000.47,0,0
R01520,IT Services,9,2025-02,21614.15,23185.54,50,27,42006.97,4618.28,0
R01521,Logistics,32,2025-01,45791.92,38019.29,43,86,34811.89,7397.51,1
R01522,Hospitality,91,2025-02,83485.97,70158.14,31,43,70750.29,6103.27,0
R01523,Healthcare,34,2025-08,14720.05,10612.13,39,6,30435.14,13.93,0
R01524,IT Services,117,2024-05,77326.64,49665.57,19,25,32272.81,0,1
R01525,Retail,28,2024-07,29843.61,19663.23,18,29,1768.44,513.49,0
R01526,Manufacturing,115,2024-10,77674.77,65629.55,73,40,30669.84,6567.56,0
R01527,Retail,65,2024-06,54148.06,39391.62,48,37,45477.05,9234.09,0
R01528,Retail,95,2025-04,78194.68,70413.09,10,5,33060.49,5089.79,0
R01529,Manufacturing,107,2024-10,77985.62,61636.19,32,28,0,0,1
R01530,Hospitality,46,2025-01,23981.74,19882.14,35,48,16628.67,6680.41,0
R01531,Retail,111,2024-06,101165.75,76141.64,27,14,40587.45,1350.49,0
R01532,Hospitality,120,2025-02,119733.63,78964.76,50,19,66137.53,5888.19,0
R01533,Manufacturing,79,2024-02,76873.39,46897.8,66,36,42613.62,0,0
R01534,Healthcare,20,2025-08,36439.53,32094.18,55,16,19350.17,1484.75,0
R01535,IT Services,63,2025-06,64779.04,45992.37,41,76,68734.68,0,0
R01536,Retail,106,2024-11,87925.99,56723.36,56,0,25893.18,4598.52,0
R01537,Manufacturing,95,2024-01,90223.85,81491.72,27,58,68832.75,1950.23,0
R01538,Retail,44,2025-02,48307.55,28938.02,37,0,39615.12,0,0
R01539,Healthcare,100,2024-12,102489.96,80958.32,52,30,21087.08,12382.5,1
R01540,Manufacturing,8,2024-08,11364.33,6922.0,39,19,57317.7,0,0
R01541,Logistics,59,2025-03,63350.69,51352.89,65,42,34476.36,0,0
R01542,Healthcare,49,2024-03,40652.7,36928.66,60,40,64036.92,7953.09,0
R01543,IT Services,56,2024-01,45491.35,42072.56,64,19,28241.96,0,0
R01544,Hospitality,8,2025-06,12086.05,10594.11,38,36,47252.87,0,0
R01545,Hospitality,90,2024-07,96685.01,79822.84,10,3,78975.54,0,0
R01546,Healthcare,9,2024-04,4000,3693.7,19,62,56737.0,0,0
R01547,Hospitality,51,2024-06,41598.16,26212.72,57,38,0,11484.19,0
R01548,Logistics,5,2024-08,15769.07,12361.36,36,30,18809.69,0,0
R01549,Hospitality,56,2025-08,52277.07,38299.01,17,59,58567.13,5218.5,0
R01550,Healthcare,54,2024-05,58175.86,39595.85,39,0,44232.12,6485.72,0
R01551,Logistics,109,2024-03,98051.97,68190.83,24,13,62746.02,6930.34,0
R01552,Hospitality,92,2025-02,89592.43,87068.51,18,33,25630.39,725.09,0
R01553,Retail,32,2024-03,42982.99,27669.1,36,55,38999.79,5385.78,0
R01554,Hospitality,84,2025-05,77439.17,48347.84,17,0,50627.34,1336.89,1
R01555,Hospitality,70,2025-02,79873.23,72581.65,24,34,31163.06,4209.52,0
R01556,Manufacturing,47,2024-06,46241.28,48650.99,45,25,57948.97,5275.98,0
R01557,Retail,119,2024-11,106723.48,99459.64,19,67,46535.33,8395.5,0
R01558,Manufacturing,67,2024-01,64180.5,38127.35,46,4,66977.15,6460.54,0
R01559,Logistics,88,2025-03,72678.53,72179.99,31,25,13241.27,4173.91,1
R01560,Logistics,102,2024-02,80756.95,77732.43,15,74,46210.66,7594.08,1
R01561,Retail,78,2025-08,55054.81,44011.47,40,15,24546.44,8030.22,0
R01562,Retail,14,2025-04,15537.29,9256.46,29,39,33630.2,10019.58,0
R01563,Logistics,43,2024-03,40288.15,34769.1,33,0,20417.45,952.13,0
R01564,IT Services,107,2025-08,102072.77,67326.84,33,39,21693.31,4432.96,0
R01565,Logistics,82,2024-03,69145.63,66553.75,24,10,0,941.85,0
R01566,Manufacturing,117,2024-02,89217.89,73338.29,48,55,47451.32,9056.85,0
R01567,Retail,83,2025-04,82560.29,69658.25,29,16,61621.22,6500.56,0
R01568,IT Services,5,2024-03,16860.64,13509.66,21,34,60578.07,2909.37,1
R01569,Healthcare,10,2024-12,23884.94,15088.28,18,38,38106.49,3242.33,0
R01570,Logistics,32,2024-01,25192.27,21688.53,10,21,65707.15,5512.91,0
R01571,Logistics,4,2024-11,7247.79,6565.86,10,0,16057.58,7161.34,1
R01572,Manufacturing,34,2024-10,28865.65,20503.48,25,31,34551.62,0,0
R01573,Manufacturing,42,2024-04,40483.24,29162.26,60,27,20443.47,0,1
R01574,Manufacturing,77,2025-08,71273.72,75710.61,13,24,41737.34,12183.39,0
R01575,IT Services,85,2025-03,70525.82,73205.48,45,47,16858.62,6482.02,0
R01576,IT Services,14,2024-01,8153.0,5504.14,17,22,46499.92,0,0
R01577,Logistics,10,2025-04,19192.24,13458.57,42,66,24474.29,567.33,0
R01578,Hospitality,87,2024-02,63964.14,56469.34,14,34,15037.21,0,0
R01579,Healthcare,76,2024-01,79629.22,84078.12,48,38,51292.03,502.18,1
R01580,IT Services,112,2025-01,107779.07,84856.86,44,42,0,0,0
R01581,Manufacturing,3,2024-06,4000,2500,69,23,34412.65,3951.21,0
R01582,IT Services,113,2024-01,87360.91,72751.55,41,3,46063.12,9072.3,0
R01583,IT Services,36,2024-05,43839.1,29226.6,24,26,47090.9,10632.77,1
R01584,Hospitality,27,2024-07,25133.34,26455.05,23,19,39075.85,8781.79,1
R01585,Logistics,100,2024-12,95668.77,63150.79,47,52,67624.71,6642.92,1
R01586,Healthcare,97,2024-10,79953.59,77417.3,49,31,35255.97,7918.9,0
R01587,Healthcare,93,2024-01,76398.94,76974.04,57,42,23241.11,4010.13,0
R01588,Retail,4,2024-03,20990.91,17256.73,28,23,9364.25,2678.03,0
R01589,IT Services,21,2025-02,37726.2,36759.16,44,40,48149.79,9565.1,1
R01590,Logistics,90,2025-02,92054.96,75108.63,19,52,24683.43,7625.79,0
R01591,Logistics,116,2025-03,73166.7,47583.5,10,32,35554.8,5950.99,0
R01592,Retail,105,2024-12,78572.46,73756.93,35,14,19481.13,0,0
R01593,IT Services,16,2024-03,34177.55,36854.63,59,0,19562.49,1188.1,0
R01594,IT Services,119,2024-12,96963.31,86238.33,30,21,38305.01,0,1
R01595,IT Services,67,2024-03,62022.81,60241.68,38,53,5885.45,5811.41,0
R01596,Logistics,86,2024-09,56395.66,52518.07,73,48,30605.35,4275.13,0
R01597,Logistics,76,2024-07,66499.6,60849.7,46,38,31194.11,5435.06,0
R01598,Healthcare,37,2024-11,27734.29,28997.59,37,40,81379.29,6533.57,0
R01599,Manufacturing,78,2025-04,63355.81,52940.79,35,8,43164.9,5095.27,0
R01600,Hospitality,77,2024-02,58047.03,33696.29,47,55,57911.82,4973.26,0
